sample_id,text,true_label,malayalam_density,llama33_70b_pred,llama31_8b_pred,llama4_scout_pred
323,ഒരു കാര്യം ഉറപ്പായി ഒന്നാ തരം തല്ലിപ്പൊളി,Negative,1.0,Negative,Negative,Positive
324,Kandu padik shree Kumar menone anugal film direct cheyunath,Negative,0.0,Mixed_feelings,Mixed_feelings,Negative
325,Trailer kandukondirikkumbum mothhavum ottae chinthayae ullaayirunn ethil ikka illallo ethaetho poorimon undaakkiya udaayippu trailer aanaenn avaasanam ikka kandappozhaa samaadhaanamaayath,Negative,0.0,INVALID,Mixed_feelings,Mixed_feelings
326,എന്തോന്ന് പാട്ട് ഇതൊക്കെ കഷ്ടം തന്നെ എഴുതി അവൻറെ തല അടിച്ചുപൊളിക്കണം അവൻറെ കുഞ്ഞമ്മേടെ മൂക്കുത്തി,Negative,1.0,Negative,Negative,Negative
327,Ee sangiyude filim ini keralathil odilla,Negative,0.0,INVALID,Mixed_feelings,Negative
328,Tovino machane fight scene poratto... eniyum valaraan undu,Negative,0.0,Positive,Negative,Positive
329,Anthena maire nigal unlike adikunne nalla trailer alle,Negative,0.0,Negative,Mixed_feelings,Negative
330,bahubali size ulla main actress nu dance ariyilla so sad,Negative,0.0,INVALID,Negative,Negative
331,ithil dislike adichavarkkellam ente naduviral namaskkaram,Negative,0.0,Negative,Negative,Negative
332,Ayyo 11 vare wte  cheyyanamalloo,Negative,0.0,Negative,Negative,Negative
333,ഇ വട കാണിക്കുന്ന സമയത്തു ഒരു അഞ്ചു മിനിറ്റ് ഫൈറ്റ് കൂടി എക്സ്ട്രാ കാണിക്കാമല്ലോ.ആ ...സാരമില്ല ഞങ്ങൾ  അഡ്ജസ്റ്റ് ചെയ്തോല്ലാം..,Negative,0.9454545454545454,INVALID,Mixed_feelings,Mixed_feelings
334,കുഞ്ഞാലി മരക്കാരെ പറയിപ്പിക്കാൻ ഓരോ ബാസ. ഇത്തരം charactors രൂപത്തിലും ഭാവത്തിലും ശബ്ദത്തിലും അതിനോട് മാന്യത പുലർത്തണം ...ഉസ്മാനെ,Negative,0.8782608695652174,Mixed_feelings,Negative,Mixed_feelings
335,Ethu dislike chaithavan marru nthu mind aaa,Negative,0.0,Negative,Negative,Negative
336,Annalum sunny chechiye randu shotl othukkiyallo.. kashtam tanne muthalali,Negative,0.0,INVALID,Mixed_feelings,Negative
337,Tippikal Kaine master editing pole und  editing ariyavunna nalla ale kittille. boss enn ezudiyapol thanne manasilae,Negative,0.0,Mixed_feelings,Negative,Mixed_feelings
338,Malayalikalkku iru cinema jayipikkanel eh jathi pattu venamenna chila vattanmarude vicharam..,Negative,0.0,Mixed_feelings,Mixed_feelings,Negative
339,ആഹാ views കൂട്ടാൻ വേണ്ടി നല്ല കളി കളിക്കുന്നുണ്ടല്ലോ മക്കളെ 🤣🤣🤣 ഓരോ മിനിറ്റിലും എത്ര k വച്ചാണ് കേറുന്നത്. ഉടായിപ്പാണെന്ന് തോന്നുകയേ ഇല്ല കേട്ടോ അത്രക്ക് ഒറിജിനാലിറ്റി 🤣🤣🤣. എന്തായാലും നടക്കട്ടെ 24 hr ആകുമ്പോളേക്കും ഒരു 50 m ആകും എന്ന് വിചാരിക്കുന്നു. ഉഷാറാക്ക് ഉഷാറാക്ക് .    കൊക്കോനാട് രാജാവിന് റെക്കോർഡ് ഇടണ്ടേ  നടക്കട്ടെ 🤣🤣🤣🤣  ഉടായിപ്പ് രാജാവിന് പറ്റിയ ആരാധകർ  Enjoy enjoy 🤣🤣🤣,Negative,0.8765432098765432,INVALID,Positive,Positive
340,Dislike adikkan vendi Kure Peru keranindalla,Negative,0.0,Negative,Negative,Negative
341,Petta dialogue kopy adichit kallanu oru nanavm illa,Negative,0.0,Negative,Negative,Negative
342,ഈ പാട്ട് ഡീഗ്രേഡ് ചെയ്തവനോക്കെ തന്ത ആരെന്ന് അറിയാത്തവർ ആണെന്ന് ഇപ്പൊ  മനസിലായി.,Negative,0.9855072463768116,INVALID,Negative,Negative
343,Enike ippo ariyanam eade poo makal ane idine dislike adichade ene,Negative,0.0,Negative,Negative,Negative
344,മാമാങ്കം എന്നതിന്   ചരിത്രപരമായി ഒരു അധികാരസ്ഥാനം തട്ടിയെടുത്ത സാമൂതിരിയോടുള്ള വള്ളുവനാട്ടുകാരുടെ അടങ്ങാത്ത പകയും അവർ ചാവേറുകളിലൂടെ സാമൂതിരിയുടെ കോയ്മക്കെതിരെ  പന്ത്രണ്ടു വര്ഷംകൂടുമ്പോൾ ഉയർത്തിയ പ്രതിക്ഷേധവും പ്രതിരോധവുമാണ്. വിഷയം കർക്കശവും വൈകാരികതക്ക് ഒട്ടും പ്രസക്തിയില്ലാത്ത ഒന്നുമാണ്. മാമാങ്ക ചരിത്രത്തിൽ വടക്കന്പാട്ടുകളിൽ നിന്നു വിഭിന്നമായി ചന്ദ്രോത് പണിക്കരുടെയോ  കണ്ഠര് മേനോൻ തുടങ്ങി മറ്റേതെങ്കിലും ചാവേർ പോരാളികളുടെയോ ജീവിതമായി ബന്ധപ്പെട്ടു അധികം ഒന്നുമറിയില്ല. അത് നമ്മൾ മലയാളികളുടെ നിർഭാഗ്യം. ജാപ്പനീസ് ചലച്ചിത്രകാരൻ  അകിര കുറസോവയുടെ seven സമുറായി തുടങ്ങിയ ചിത്രങ്ങളുടെ പശ്ചാത്തല സംഗീതം ഒന്നുമതി അവയുടെ ആഴവും തീവ്രസംഘര്ഷാത്മകതയും അനുഭവിക്കാൻ. അതേപോലെ അവയിലെ  ദ്ര്ശ്യ ആവിഷ്കാരവും ഘനഗഭീരമായിരിക്കും. ഇതിലെ പാട്ടും നൃത്തവും നമ്മുടെ പഴയ കുഞ്ചാക്കോ  ചിത്രത്തിലെ നസീർ ഉമ്മർ ജോഡികളുടെ കോപ്രായത്തെ അനുസ്മരിപ്പിക്കുന്നതാണ്. ഇതില് കൂടുതൽ ചമയങ്ങളും കുറച്ചുകൂടി  സമകാലിക നൃത്ത ചുവടുകളും ഉണ്ടെന്നു മാത്രം. ഇതും മാമാങ്കത്തിലെ  ചാവേറുകളുടെ  മരണമെന്ന അലംഘനീയ വിധിയുടെ വിളയാട്ടം എന്ന കർക്കശമായ സാഹചര്യവും തമ്മിൽ എന്ത് ബന്ധം?  ഇതു ലെനിൻ രാജേന്ദ്രൻ അഭ്രപാലുകളിലേക്കു പകർത്താൻ ഇരുന്നതാണ് എന്നു കേട്ടിട്ടുണ്ട്. അദ്ദേഹം പിന്നീട് അത് ഉപേക്ഷിച്ചു. നമ്മുടെ കഷ്ടകാലം. എന്ത് പറയാൻ. ഇതുപോലുള്ള മസാലകൾ കണ്ടു കഴിയാം.,Negative,0.9821930646672915,INVALID,Negative,Negative
345,"ആറ്റുനോറ്റ് കാത്തിരുന്നാണ് ബ്രഹ്മാൻഡ സിനിമയിലെ ആദ്യ സോങ് കണ്ടത്, ഇതിനേക്കാൾ ഫാർ ഫാർ ബെറ്റർ ആയിരുന്നു പഴശ്ശിരാജയിലെ പാട്ടുകൾ.. ഏൽപിച്ച ജോലി ശ്രേയ നന്നായി ചെയ്തിട്ടുണ്ട്, ഈണം കൊള്ളില്ല ലിരിക്‌സ് കൊള്ളില്ല, ദൃശ്യങ്ങൾ തീരെ കൊള്ളില്ല, വെറും മസാല നിലവാരം",Negative,0.9681818181818181,Negative,Negative,Negative
346,.ഇതൊക്കെ കാണുമ്പോഴാണ് ലിന്റോ കുരിയനെ  ഒക്കെ നമിച്ചു പോകുന്നത്...  ഇമ്മാതിരി ചത്ത ട്രൈലെർ ആണോടാ നാറി ലാലേട്ടന്റെ പടത്തിനു എടുത്തു വിടുന്നത്......,Negative,0.9212598425196851,Negative,Negative,Negative
347,ഈ മുഖഭാഫം  കണ്ട്  ആരും അത്ഭുധപെടേണ്ട . സന്തോഷ്  പണ്ഡിറ്റ്  നേക്കാളും  കിടുവ,Negative,0.9836065573770492,Positive,Positive,Positive
348,Ella oollapadathinteyum stiram cheruva. 8nilayil padam pottum,Negative,0.0,Negative,Negative,Negative
349,ചുമ്മ തല്ല  പടം  നിന്ന്  പൊട്ടിയത്,Negative,1.0,INVALID,Negative,Negative
350,Neerali backilekk mari ninnollu Karanam verunnath Abrahaminte pidithama athil neerali churungi pokum..#Abrahaminte_Santhathikal Rise up. ..padam blockbuster hit aavum aavum,Negative,0.0,Positive,Positive,Positive
351,Costume onnum kollillaa. Enth vesham kettaane. ithilum nannayi cheyyarunnu ah dress vere enthenkilum ayirunnenkil.,Negative,0.0,Negative,Mixed_feelings,Positive
352,Anuchechine കണ്ടില്ല ഇതിനൊക്കെ ആരാണോ dislike adikane,Negative,0.46808510638297873,INVALID,Negative,Negative
353,Kalakkiya chali thalayil kori ozhicha anubhavam aayirunnu padam kandappol.....chumma cashu kalanju....Mr.Lal..enthoru bhorado padam...kurachu budhiyullavarokke engane ee padam kandirikkum....Ningal munne nalla padangal okke cheythittundalloo...,Negative,0.0,Mixed_feelings,Mixed_feelings,Mixed_feelings
354,ഞാൻ കണ്ടു.. ഞാൻ മാത്രമേ കണ്ടുള്ളു 🤣🤣🤣..കോണത്തിലെ പടം..,Negative,0.8125,INVALID,Positive,Positive
355,Second vechu dislike ivane okke samathikkanam ..,Negative,0.0,Negative,Negative,Negative
356,ശ്രേയ ഘോഷൽ കൊണ്ടുവന്നു  മൂക്കുത്തി കണ്ടില്ലേ  എന്ന പാട്ട് പഠിക്കാൻ പറ്റിയത് പാട്ടു  പോരാ തീരെ പോരാ,Negative,1.0,INVALID,Negative,Positive
357,padam boring aayi thonniyille. oru award movie pole und. But good one. paisa kalayan onnum pattilla.,Negative,0.0,Mixed_feelings,Mixed_feelings,Mixed_feelings
358,നല്ല പാട്ട് ആയി തോന്നിയില്ല. മാമങ്ക ചരിത്ര സിനിമയിലെ ചേരാത്ത ഒരു പാട്ട് പോലെ തോന്നി. ചിലപ്പോ സിനിമ കാണുമ്പൊ അതിന്റെ സന്ദര്ഭവുമായി ചേരുമായിരിക്കും,Negative,0.984375,INVALID,Negative,Negative
359,Anusitharayude abinayam rassamilla kaanan yella fillmilum kanakkaan (my personal opinion),Negative,0.0,Negative,Mixed_feelings,Negative
360,ഫസ്റ്റ് ഈ ചളി kunna രാജപ്പനെ ചവിട്ടി പുറത്താക്കേ എന്നാലേ മലയാള kunna രക്ഷപെടു,Negative,0.8507462686567164,Negative,Negative,Negative
361,ഈ ഗാനം ജയചന്ദ്രന്‍ സാറ് അദ്ധേഹത്തിന്റെ തന്നെ വേറൊര് പാട്ടിന്റെ അതേ ഈണം ഉപയോഗിച്ചത് പോലുണ്ട്....വരികള്‍ തീര്‍ത്തും നിരാശപെടുത്തി.,Negative,0.9304347826086956,INVALID,Negative,Negative
362,Dis like adikkan kure myranmar vannolum,Negative,0.0,Negative,Negative,Negative
363,Thadiyan de eee padavum munjum,Negative,0.0,Negative,Negative,Negative
364,Gangumayi varunnavan gangster Avan sunnyneym koottiyah verunnath 'pornstar',Negative,0.0,INVALID,Negative,Negative
365,17k dislike🤣...mamunnifans kurupotty  ..  Rajuvettan oru prasthanam aanu...,Negative,0.0,Mixed_feelings,Negative,Negative
366,Dislike um kurayunnu..23k ninnu 13k aayi...appo ee chettatharam kanichathu aaru ennu parayendelloo,Negative,0.0,Negative,Negative,Negative
367,സിദ്ദിഖിന് സാധാരണക്കാരുമായി relate ചെയ്യാൻ പറ്റുന്ന സിനിമ എടുക്കാൻ പറ്റാതായിട്ട് കുറേയായി. കുടുംബം- തറവാട്- അപ്പർ ക്ലാസ്സ്- അടി- ഇടി ഫിലിംമേക്കിങ്ങ് ഒക്കെ എല്ലാവരും ഉപേക്ഷിച്ചു തുടങ്ങി. ഒട്ടും പ്രതീക്ഷയില്ലാത്ത ചിത്രം.,Negative,0.9336734693877551,INVALID,Negative,Negative
368,Varav kandit padam 8 nilayil pottunna thonnane,Negative,0.0,Negative,Negative,Negative
369,1:10 ee scene onnum cinemayil illa.... Pattich,Negative,0.0,Negative,Negative,Negative
370,അല്ല എല്ലാ മുസ്ലിംസും മലബാർ മലയാളം ആണോ സംസാരിക്കുന്നതു...ന്റെ അറിവിൽ അല്ല !! Grow up Mr.director !!,Negative,0.7209302325581395,INVALID,Negative,Negative
371,കത്തി പടം ആകും.  അജയ് വാസുദേവ് അല്ലെ.  Waste,Negative,0.8055555555555556,Negative,Negative,Negative
372,എം ജയചന്ദ്രൻ പ്രിയപ്പെട്ട മ്യൂസിക് ഡയറക്ടർ തന്നെയാണ് പക്ഷേ ഈ പാട്ട് അദ്ദേഹത്തിന്റെ തന്നെ മറ്റുപാട്ടുകളുമായി സാമ്യം തോന്നുന്നു.... ആവർത്തന വിരസത തോന്നുന്നു,Negative,0.9710144927536232,INVALID,Negative,Mixed_feelings
373,പറ്റുന്ന പണിക്ക് പോയാൽപ്പോരേ എജ്ജാതി ദുരന്തം,Negative,1.0,Negative,Negative,Negative
374,ഇത്ര മനോഹരമായ  വലിയ വട കണ്ടപ്പോൾ ആ കുഞ്ഞു മൂക്കുത്തി നോക്കാൻ മറന്നു പോയി.,Negative,0.9838709677419355,INVALID,Mixed_feelings,Positive
375,Lucifer thannee sheenam maarillaa aduthu kootheraaaaa thaaa,Negative,0.0,Negative,Positive,Negative
