sample_id,text,true_label,gemma_pred
355,Thrissur slang paliyenn thonnunnath enikk mathramano?,Negative,INVALID
356,Ithil comedy aanno udeshichathu  limitation manassilaakkunnathu nannayirikkum,Negative,INVALID
357,കുഞ്ഞാലി മരക്കാരുടെ പ്രസംഗം അധികം വലിച്ചുനീട്ടാതെ വെട്ടിച്ചുരുക്കു. ബോറാണ് പ്രിയൻ സർ !!content ഉള്ള കുറച്ചു dialogues മതി !!!...കുറിക്കുകൊള്ളുന്ന give and takes മതി !.ലാലേട്ടനോട് പുതിയ രീതിയിൽ present ചെയ്യാൻ പറയ് !!!.ഇതെങ്ങെങ്കിലും മാറ്റിയെ പറ്റു !.ഇതുകേട്ടിട്ടു കുഞ്ഞാലിമരക്കാർ പറയുന്നു എന്ന effect തോന്നണമെങ്കിലിനി മൂവി കണ്ടാലേ പറ്റു,Negative,INVALID
358,enth moonjiya padam oombiya kadha parachil avante konathile padam,Negative,INVALID
359,Ee padathien ethra Kali aaiiyalum mammuni enn parayunna nadante oru padathinum ithinte collection record thakarkan pattitila...nthin pakuthi polum ilaaa,Negative,INVALID
360,ഇപ്പൊ ട്രയ്ലർ മാത്രമേ ഉളളൂ പടം പത്തു പൈസക്ക് ഉണ്ടാവില്ല...,Negative,INVALID
361,Pandathe dileep ayirunnegi njan adyam poi kanunna padam ethayene .. edo dileepetta nigal mosham akendairunilla,Negative,INVALID
362,ആരെങ്കിലും ഒന്നു തപ്പി കൊടുക്കാടെ.. അവളുടെ അമ്മുമ്മ യുടെ മൂക്കുത്തി,Negative,INVALID
363,Copy adicha padan nanam illlallo poorikale,Negative,INVALID
364,ഇപ്പഴേ വന്നു തീട്ടങ്ങൾ ഡിസ്‌ലൈക്ക് അടിക്കാൻ തുടങ്ങി.. 🤣🤣🤣,Negative,INVALID
365,വലിയ സുഖം ഒന്നും തോന്നാത്ത സംഗീതം. ഇത്രയും ദൃശ്യ ഭംഗി ഒക്കെ ചിത്രീകരിച്ചപ്പോൾ സാമാന്യം ഒരു നല്ല പാട്ടു ആകാമായിരുന്നു.. ആ ദീപക് ദേവിന് കൊടുത്തിരുന്നെങ്കിൽ മൂപ്പര് bore ആക്കില്ലായിരുന്നു.,Negative,INVALID
366,"മൂക്കുത്തി കണ്ടില്ലെങ്കിലും സാരമില്ല,ഇഷ്ടം പോലെ വട ഉണ്ടല്ലോ കാണാൻ",Negative,INVALID
367,"കൂതറ പടം..,, ഒരു അഡാർ Love copy !!      അഡാർ Love - എത്ര super പടമായിരുന്നു.,,,  എന്നിട്ടും അത് പരാചയപ്പെടുകയും . ഇത് പോലത്തെ കൂതറ പടം എങ്ങിനെ വിജയിച്ചു.... കഷ്ടം!!! കേരളീയ പ്രേക്ഷകരുടെ നിലവാരത്തകർച്ച തന്നെ കാരണം.....",Negative,INVALID
368,നശിപ്പിച്ചു . ഒരുമാതിരി മൂന്നാം കിട തമിഴ് പടത്തിന്റെ ട്രൈലെർ പോലെ,Negative,INVALID
369,മഞ്ജു വാര്യർക്ക് അഭിനയിക്കാൻ പറ്റിയ പടം  നല്ല കോഴി പടം !,Negative,INVALID
370,Paringgiyude munbhil thalakumbit nikkaan kunnjaalik patulla....appo aara muttu madakkiywth(rss) thannje...cherupp nakkikal...  Kaanada punnjara makkale...musalmaante chankoottam....,Negative,INVALID
371,Ethonnum mohanlalnu cherilla,Negative,INVALID
372,അയ്യേ. ഇജ്ജാതി വെടല എഡിറ്റിംഗ്.  ...    BOSS എന്ന്  അതെഴുതി വരുന്നത് 🤣🤣🤣.. എന്ത് പ്രഹസനം,Negative,INVALID
373,എന്തിനാണ് മഹാ നടന ഈ പ്രായത്തിൽ ഏതു പോലെയുള്ള കോപ്രായം ചെയ്യുന്നത്  ഒരു ആത്മാർത്ഥ ഇല്ല  സ്ത്രൈണത എന്നൊക്കെ പറഞ്ഞാൽ ആൾക്കാർ പുച്ഛിക്കുക ആണ് ഒന്നിലും oru grace illa  .SORRY MAMMOOTTY sir you were big let down,Negative,INVALID
374,Singana suryaye vellan oru poo monum Ella,Negative,INVALID
375,26K malaghamar dislike adichirikkunnu....Sahikkanjittanu vere onnumalla.....kashtam....dhaivathinte sontham nadu,Negative,INVALID
376,Enthylm 300 koli thallum muzhuvn fans.......,Negative,INVALID
377,Costume onnum kollillaa. Enth vesham kettaane. ithilum nannayi cheyyarunnu ah dress vere enthenkilum ayirunnenkil.,Negative,INVALID
378,ഇക്കയുടെ ഏറ്റവും വലിയ power ഈ online ഫാൻസ് ആണ്......പടവും പാട്ടും ഒക്കെ എത്ര വെറുപ്പിച്ചാലും social mediaയിലും youtubeലും വന്നു പടവും പാട്ടും തെറ്റിദ്ധരിപ്പിക്കപ്പെട്ടു....i am the sorry aliyaaa എന്നു തുടങ്ങുന്ന കുറെ ഊള പോസ്റ്റുകളും കമന്റുകളും....അതിനു like ഇടാൻ ഒരു 500 മണ്ടന്മാരും,Negative,INVALID
379,Trailler pora padam 8 nela pottum ane tonunee,Negative,INVALID
380,കുഞ്ഞാലിമരക്കാർ ഇങ്ങനെയാണോ കിളിച്ചുണ്ടൻ മരക്കാർ പ്രിയേട്ടൻ ലാലേട്ടനെ മുസ്ലിംവേഷം കൊടുത്താൽ ഇങ്ങനെ സംസാരിക്കൂ ഏതു സിനിമ എടുത്തുനോക്കിയാലും ഇതേ രീതിയിൽ ആ ശൈലി കൈവിടാതെ..,Negative,INVALID
381,Dis like engane thonni......adikan...... Adichavanmar  ooompikoooo Ikka ... Mass daaaaaaaaaaaaa....... Keralathinte muthue..........,Negative,INVALID
382,Enna karambiya... Hoh african aalkar inji malayali penengale keatti kalikum,Negative,INVALID
383,Ithrem heavy sadhanam ingane edit akki kulamakkiyathinu editor kk oru കുതിര പവൻ,Negative,INVALID
384,ONKV ood neeraliii kandam vazhiii Ikka marana mass,Negative,INVALID
385,ennaalum ee paattinu dislike koduthavarude manasika nila enthayirikkum... psychos.??,Negative,INVALID
386,Onnathinu pottikan padakam Alla nalla assalu bomb thanne,Negative,INVALID
387,Ithentha Titleil Suraj ettante name vekkathathu? Kure aayi. Kunjappanilum vechitilla. Enth kashtam aanu pulli oru cheriya award okke vaangichitulla nadan alle ? Lal Jr inte pole 4th movie cheyyunna aalonnum allallo. Onn pariganikkaamayrnnu,Negative,INVALID
388,Mammunniyepole oliporallithu Eathu yudham vannalum munpilundavum laettan ....dialogue delivery pirannu...ee parayunna neeyokke pedukkum padam irangiyal,Negative,INVALID
389,enth koppile trailer aanu Siddiqe ethilenkilum onnu nannavumnu vijarichu oru mathiri fan made trailernpole,Negative,INVALID
390,കുഞ്ഞാലി മരക്കാരെ പറയിപ്പിക്കാൻ ഓരോ ബാസ. ഇത്തരം charactors രൂപത്തിലും ഭാവത്തിലും ശബ്ദത്തിലും അതിനോട് മാന്യത പുലർത്തണം ...ഉസ്മാനെ,Negative,INVALID
391,പൗരത്യ ബേദഗതി ബില്ലിന് എതിരെ ഒരു അക്ഷരം മിണ്ടാത്ത ഇവന്റെ ഒക്കെ സിനിമ വിജയിപ്പാക്കണോ എന്ന് നാലു വട്ടം ആലോചിക്കണം,Negative,INVALID
392,Ith  arabikkadalinte simhamalla Hippo Pottamaas.Kunjali marakkare Baahubali dressokke itt priyadarshan abhamanikkunnu.Cashing vendi charithrathe Valachodikkunnu.,Negative,INVALID
393,Aye kuura trailer oola padam chali mohanlal*************,Negative,INVALID
394,എന്ത് പ്രഹ്സനാണ് ഇൗ trailer. ഇതിലും സൂപ്പർ ആയി സ്കൂൾ പിള്ളേര് edit ചെയ്യും. Dialogue പരമ ദാരിദ്ര്യം. ഇട്ടിമാണിയിലെ അദേ face. മഹാ ബോറു ട്രൈലെർ കഷ്ടം.,Negative,INVALID
395,Ithu ikkayude script aanu..   Uttopiya,Negative,INVALID
396,എത്ര തച്ചോളികൾ ചിലച്ചാലും കൊല കൊള്ളി ആണ് ഇത്,Negative,INVALID
397,Yendha ee Pallayappan parayunnath. we padam pottum. suvaranu,Negative,INVALID
398,പടച്ചോനെ ഏതാ ഈ കൂറ പടം ?,Negative,INVALID
399,ഈ പാട്ട് ഡീഗ്രേഡ് ചെയ്തവനോക്കെ തന്ത ആരെന്ന് അറിയാത്തവർ ആണെന്ന് ഇപ്പൊ  മനസിലായി.,Negative,INVALID
400,Nty amoooo kunjalimarakaar 9 alla  oru pulikutti ayirunu Lal sir nigal samsarikubool Chiri varunu,Negative,INVALID
401,മൂഡ് പോയി...മൂഡ് പോയി...തുടക്കം തന്നെ ജോബി ജോർജിന്റെ പേര് കണ്ടപ്പോ മൊത്തം മൂഡ് പോയി. പിന്നെ ഇക്കാടെ പെർഫോമൻസ് കണ്ടിരുന്നു പോയി..,Mixed_feelings,INVALID
402,ഒരപേക്ഷയുണ്ട് പടത്തിൽ  ഞങ്ങടെ slang dialogues ഓവറാക്കി  ചളമാക്കരുത്..അത്രേയുള്ളൂ...  ജോഷിയേട്ടൻ പൊളിക്ക്,Mixed_feelings,INVALID
403,bgm  kettit kgf pole undallo,Mixed_feelings,INVALID
404,Trailer kanttitt pulimurukantteil mamooty afinayichathupole thoni,Mixed_feelings,INVALID
405,"Pavan shane, ennanavo ee typical same roll il ninn onn mari kitta,  Ellom ore type  Very talented but....",Mixed_feelings,INVALID
406,Trailer വെറുതെ വളരെ നന്നാക്കിയാൽ മാമാങ്കം പോലിരിക്കും... എന്തിനാ വെറുതെ,Mixed_feelings,INVALID
407,Dialogue presentation pora bakki ellam kollam,Mixed_feelings,INVALID
408,Avasanam Rajadhiraja yile tone pole thonni,Mixed_feelings,INVALID
409,Mammooka looks badass but editing shokam,Mixed_feelings,INVALID
410,Onnekil adutha pulimurugan alel adutha odiyan,Mixed_feelings,INVALID
411,ടീസറും ട്രയ്ലറും വല്യ ഓളമൊന്നും തോന്നുന്നില്ല...നല്ല പടമാകട്ടെ എന്ന് പ്രതീക്ഷിക്കുന്നു.,Mixed_feelings,INVALID
412,Luciferum ayite kurachu samyamille ee trailerinnu,Mixed_feelings,INVALID
413,"ചെറിയൊരു തെലുഗ് ഫിലിം അനസൂയ  ടച് ഉള്ളത് പോലെ ഫീൽ ആകുന്നു,  കോപ്പി ആയിരിക്കുമോ?",Mixed_feelings,INVALID
414,ethentha lalettan thanneyano dout akunnu,Mixed_feelings,INVALID
415,അഭിനയം ലാൽ ഏട്ടൻ പക്ഷെ ഈ ഡയലോഗ് മമ്മുക്കയുടെ കൈയിൽ കിട്ടിയാൽ പൊളിക്കും,Mixed_feelings,INVALID
416,BG Music nammude CIA yude BGM pole undalo 🤔,Mixed_feelings,INVALID
417,Eth pokirirajayo pulimurakano atho lucifero ellam mix cheythittundello koode rajani dialogue um,Mixed_feelings,INVALID
418,Ithil mammookakk role undo. Motham aa pilleraya kaniche mammokka mass,Mixed_feelings,INVALID
419,Ith mechinde vela kallayand irinaa madhii.. kand ariyam..,Mixed_feelings,INVALID
420,Maargham Kali nalla bornd tttto Baaaakkki kollllaaam,Mixed_feelings,INVALID
421,Video pirates og carriebian enna movie aanallo,Mixed_feelings,INVALID
422,Thrissur slang nyla അത്ര ശരിയായില്ല ..ചിലപ്പോൾ പടത്തിൽ ok ആകുമായിരിക്കും .,Mixed_feelings,INVALID
423,Pirates of carriebian scenes illennu oru doubt 🤔🤔,Mixed_feelings,INVALID
424,ഇത് വെറും ഒരു ആവറേജ് സോങ് മാത്രമായിട്ടാണ് എനിക്ക് തോന്നിയത്. ഉറുമിയിൽ ഒക്കെ ഉണ്ടായിരുന്ന പാട്ട് ഇതിനെ വച്ചു compare ചെയ്യുമ്പോൾ ഒരുപാട്  നല്ലത് ആയിരുന്നു.,Mixed_feelings,INVALID
425,evade kaanikuna avesham padam arangumbo theatril koodi onnu kaanicha upakaaram aerunu plzz,Mixed_feelings,INVALID
426,കിളിച്ചുണ്ടൻ മാമ്പഴം എന്ന movie യിലെ പോലെ ശബ്ദം ഫീൽ ചെയ്തത് എനിക്ക് മാത്രമാണോ?,Mixed_feelings,INVALID
427,Trailer superb but odiyanum inganaarnnu,Mixed_feelings,INVALID
428,ചില തെണ്ടികൾ കാരണം ഈ സോങ് വെറുത്തു പോയതാ  ഇപ്പൊ കണ്ടപ്പോഴാ ഇതിന്റെ വാല്യു മനസിലാകുന്നേ,Mixed_feelings,INVALID
429,ഇതു ഡാൻസും പാട്ടും കൂത്തും ഉള്ള ടിപ്പിക്കൽ നിമ്പോളി പടം അല്ല മക്കളേ..,Mixed_feelings,INVALID
430,രാക്ഷസൻ മൂവിയുടെ ബിജിഎം കോപ്പി.. എന്തായാലും കൊളളാം.. പക്ഷെ വില്ലൻ ശ്രീ നാഥ് ഭാസി ആകരുത് plz,Mixed_feelings,INVALID
431,എവിടം കൊണ്ടോ ഒരു ലിജോ പെല്ലിശ്ശേരി ടച്ച്......,Mixed_feelings,INVALID
432,"തനിക്ക് ഡാൻസ് വഴങ്ങില്ല, എല്ലാവരും കളിയാക്കും കോമഡി പോലെ ആകും എന്നറിഞ്ഞിട്ടും ഒരു നടൻ അതിന് തയ്യാറായി... മറ്റൊരു വശത്ത് ഒരു മാർഗംകളിയെ വലിയ പരകായ പ്രവേശമായും, അർദ്ധനാരീശ്വരഭാവമായും എല്ലാം സ്വയം എഴുതുക...",Mixed_feelings,INVALID
433,Thoopil Joppan poley ulla oru Item aavand irunnal mathi aarunnu🥺🥺🥺.,Mixed_feelings,INVALID
434,Pulimurugam team alle athinta oru chaaya evdokkeyo ondIKKA SUPERMAN PUNCH PWLIYEE,Mixed_feelings,INVALID
435,Trailer kidu....pakshe scriptm charactersum novelinu adichu matiyatanenu oru vivadam vanitundalo. Court order oke vakavekate shoot nadati enoke parenju news varunud,Mixed_feelings,INVALID
436,Bgm super. Padam above average aayirikkum,Mixed_feelings,INVALID
437,പാട്ട് ഇഷ്ടപെടാതെ വിശ്വൽസ് മാത്രം ഇഷ്ടപെട്ടവർ ലൈകടിക്ക്,Mixed_feelings,INVALID
438,Trailer kandit poliyan ann chnce... Bt nalla visuals pradheekshikunnu,Mixed_feelings,INVALID
439,"Mr. പ്രഭാകർ  ഇത് ഇവിടെ വർക്ഔട്ട്‌ ആവില്ലാ, സ്ഥലം മാറ്റിപിടിക്കു, സംഭവം കൊള്ളാം",Mixed_feelings,INVALID
440,Eee oru odiyan ikkade bilalnte athre muttan illa,Mixed_feelings,INVALID
441,1989 il vadakkan veeragadha theateril kanda nhan veendum oru epic cinema kaanan thayyaredukkunnu.. MT yude dialogukalkk pakaram vekkan onnumilla..,Mixed_feelings,INVALID
442,Teaser okke kollam pakshe director kollilla nalla story polum over action sequense kanich kulamakkum   . .  Ithavana athellam thiruthumennu prathishikkunnu  Beat of luck #ikka,Mixed_feelings,INVALID
443,Evidayo.. oru rakshasan feeling🤔🤔🤔🤔 also bgm,Mixed_feelings,INVALID
444,Dayvu cheyth priyapettavare Kanni Akkaruth  over hype venda,Mixed_feelings,INVALID
445,രാജാധിരാജലേം masterpiece ലെയും പോലെ fighting തെലുങ്ക് ആവാതിരുന്ന പൊള്ളിക്കും..,Mixed_feelings,INVALID
446,Kollam... Avasaanam odiyan manikyane pole avadhirunna mathi.. 🤪,Mixed_feelings,INVALID
447,പുത്ത൯പണം 2 ആവാതേ ഇരുന്ന മതി.. Promising trailer,Mixed_feelings,INVALID
448,Madhuraraja_3hours 86K like Lucifer_49 minutes 120K like Feel the difference,Mixed_feelings,INVALID
449,ക്ലാസിക്കൽ ഡാൻസ് അറിയാവുന്ന ആരെയെങ്കിലും കൊണ്ട് ചെയ്യിച്ചാ മതിയായിരുന്നു.,Mixed_feelings,INVALID
450,Lucifer yenna filim kandu. Athinte aniyara prevarttakar paranju perippichathupole oru bhayangara sambhavam onnum alla 2 manickoor boradickathe kanam,Mixed_feelings,INVALID
451,എവിടെയൊക്കെയോ അല്പം മധുര രാജ അല്പം പുത്തൻപണം അല്പം ചട്ടമ്പിനാട്  ഫീൽ ചെയ്യുന്നു.  അമിത പ്രതീക്ഷ വെക്കാതിരിക്കുന്നത് തന്നെയായിരിക്കും നല്ലത്.,Mixed_feelings,INVALID
452,Nalla story aanel vijayikkum trailer average,Mixed_feelings,INVALID
453,lucifer inte munnil enthonn raaja.! ettan da...,Mixed_feelings,INVALID
454,Prithwirajinthe samayam shariyalla ippo ella cinimayum parajayappedunnu ithenkilum hitavatte,Mixed_feelings,INVALID
455,angane oru divasam daivam marichu..........hahahahah.....nalla comedy,Mixed_feelings,INVALID
456,Lastil oru “laila may lailaa “ touch vannille BGM il 🥰🥰,Mixed_feelings,INVALID
457,Oru pandi comedy pandum pole unnd,Mixed_feelings,INVALID
458,tamil movie polea undeallo.  over aano,Mixed_feelings,INVALID
459,E trailer kanumpo amen orma varunn,Mixed_feelings,INVALID
460,Laletta nalla cinemaye language loode illathakkalle njangalkku sada language mathi,Mixed_feelings,INVALID
461,ennu ninte moideenile oru pattinte tune pole thonunu,Mixed_feelings,INVALID
462,Kunjaalikk eee sound fit alla ennoru thonal,Mixed_feelings,INVALID
463,Ithu pokkiri raja 2 aano atho pulimurugan 2 aanoenthayalum massAll the Best Ikka and team,Mixed_feelings,INVALID
464,പുത്തൻ പണം എന്ന സിനിമ പോലെ ആകാതിരുന്നാൽ മതി ആകെയുള്ള പ്രതീക്ഷ മമ്മൂക്ക ആൻഡ് അജയ് വാസുദേവ്                               മകനെ പടം കാണാതെ വിടമാട്ടെ,Mixed_feelings,INVALID
465,enthokeyo evdakayo oru thakarar pole... ennalum kolaam...,Mixed_feelings,INVALID
466,Saanam kidu but idakk aavisym illand kure vattam boss nokke ezhuthi chala maakki 1.2 vattam aanel kuzhappila nokkiya manasilavum,Mixed_feelings,INVALID
467,അനു ചേച്ചിയെ മിസ്സ്‌ ചെയ്തത് എനിക്ക് മാത്രമാണോ,Mixed_feelings,INVALID
468,Trailer KOLLAM KOLAMASS ... PAKSHE  KAANAN ORU SUKAM ILLA.... VELUTHAKANAMAAYIRUNNU,Mixed_feelings,INVALID
469,Ithu kanda puthan panam  ..evideyo entho thakararu pole.     Ini puthan panam pole aavo ithu ......,Mixed_feelings,INVALID
470,ഇതിപ്പോ പൈറേറ്‌സ് ഓഫ് ദി കരീബിയൻ സിനിമയിലെ ഷിപ് fight സീൻ ആണല്ലോ.,Mixed_feelings,INVALID
471,Madhuraraja 1 hour 40 k likes  Lucifer 1 min 40 k likes,Mixed_feelings,INVALID
472,Kanditt oru naad rakshikal cliché aanenn thonunnu..,Mixed_feelings,INVALID
473,O Faby enna old malayalam animated movie arkegilum ormayundo???  Ente kuttykalathu njn kanda marakanavatha  O faby de athe feel evideyo kittiya pole...!!!!,Mixed_feelings,INVALID
474,"lyrics ezhuthaan budhimuttiyitunaaavum le , chemberathiyum chembakathinum shesham mukkuthikkum koode oru paatinte kuravundaayirunullu.",Mixed_feelings,INVALID
475,Shahrukh khan nde fan cinema pole tonunu...adilum revenge aanu ...endaaylum idu polikum,Mixed_feelings,INVALID
476,പാട്ടിനനുസരിച്ചുള്ള ലിപ്സ് മൂവ്മെന്റ് കുറച്ചു കൂടി നന്നാക്കാമായിരുന്നു,Mixed_feelings,INVALID
477,Kilichundan mambazhathile... Laletan dilog parayana pole,Mixed_feelings,INVALID
478,bollywood movie fan aayitt oru chaya kaachal,Mixed_feelings,INVALID
479,ഈ പടം പൊളിയാരിക്കും. അങ്ങനെ ആകല്ലേ എന്ന് പ്രാർത്ഥിക്കുന്നു. കാരണം സിദ്ദിഖിന് കോമഡി ഫിലിം ആണ് നന്നായി ചെയ്യാൻ പറ്റുന്നത്.ലാലേട്ടൻ  മീര ജാസ്മിനുമായി ചേർന്നുള്ള ഒരു പടം പൊട്ടിയത് നമ്മൾ കണ്ടതാണ്  . ആക്ഷൻ ചെയ്തു വിജയിപ്പിച്ചിട്ടില്ല.,Mixed_feelings,INVALID
480,സത്യം പറഞ്ഞാൽ ഈ പാട്ട് അത്ര രസം ഒന്നുമില്ല കേൾക്കാൻ. ഇത്തവണ എം ജയചന്ദ്രൻ - ശ്രേയ ഘോഷാൽ - റഫീഖ് അഹമ്മദ് കോമ്പിനേഷൻ അത്രക്കങ്ങോട്ടു കലങ്ങീല്ല,Mixed_feelings,INVALID
481,കൊണ്ടോരാം കൊണ്ടോരാം കൈതോല പായ കൊണ്ടോരാം ഈ song മായി എന്തെങ്കിലും സാമ്യം ഉണ്ടെങ്കില്‍ തികച്ചും സാങ്കല്പിക മാത്രം,Mixed_feelings,INVALID
482,Comadey aguuum  realse aytuu paryaaam,Mixed_feelings,INVALID
483,Editing mosham. Mammukka get up poli,Mixed_feelings,INVALID
484,Padam oru horror movie akkamarnnuuu kaanunnavar koodi pedikanarnu,Mixed_feelings,INVALID
485,0:42 eebakam kelkkumbol ith pole ethoo song ullath pole,Mixed_feelings,INVALID
486,പ്രിയൻ സാർ ഭാഷ ശരിയാക്കു വൻ ഹിറ്റാകേണ്ട പടമാണ്,Mixed_feelings,INVALID
487,Editing മോശമായാൽ visual treat കാണില്ല.  പക്ഷെ director siddhiq ആയോണ്ട് expect ചെയ്യാൻ വല്ലതും കാണും,Mixed_feelings,INVALID
488,ഒരു പ്രതീക്ഷയും ഇല്ല   ഓടിയാൽ ഓടി അത്രേ ഉള്ളു,Mixed_feelings,INVALID
489,Bgm... എവിടെ ഒക്കെയോ രാക്ഷസൻ Bgm  കേറിവരുന്നു..... നിങ്ങൾക്കു തോന്നിയോ...,Mixed_feelings,INVALID
490,ഇതു എന്തുവ തെലുങ്ക് സിനിമ മലയാളത്തിൽ ഡബ്ബ് ചെയ്തപോലെ....,Mixed_feelings,INVALID
491,Dialogue delivery oru gummilla.. ahh padam varattee nokkam,Mixed_feelings,INVALID
492,Kumbalangi nights title nte oru sadirshyam ivede??,Mixed_feelings,INVALID
493,Oru variety agotu feel cheyanila full mass item avum.. onnum kanand jayettan eragila,Mixed_feelings,INVALID
494,രാക്ഷസൻ സിനിമയുടെ bgm മായി ചെറിയ ഒരു സാമ്യം,Mixed_feelings,INVALID
495,"പാട്ട് എഴഞ്ഞ പോലെ , നടിമാർ HOT looking",Mixed_feelings,INVALID
496,ചുണ്ടത്തു ചെത്തിപ്പൂ വിരിഞ്ഞു... ക്രോണിക് ബാച്ചിലർ....... പാട്ടിന്റെ ഒരു ഇത് ഇത് പോലെ തോന്നുന്നു. ചിലപ്പോൾ തോന്നലാകാം. കാരണം ഞാനും ഒരു മമ്മൂട്ടി ഫാൻ ആണ്. പാട്ട് നല്ല പാട്ട് ആണ് കേട്ടോ. പക്ഷേ ഈണം.,Mixed_feelings,INVALID
497,എവിടെയൊക്കയോ എന്ന് നിന്റെ മൊയ്തീനിലെ മുക്കത്തെ പെണ്ണെ കേറി വരുന്നുണ്ടല്ലൊ,Mixed_feelings,INVALID
498,Dis like adichavar aaro avar... onnum parayunnilla,Mixed_feelings,INVALID
499,Trailer kaanikan udheshichavar padam full kaanichu ithilude...best,Mixed_feelings,INVALID
500,"വെപ്പുതാടി അച്ഛൻ , ഇത് 2019 ആയി.. പിന്നെ Pogo tv Comedies..   മാർഗം കളി സൂപ്പർ",Mixed_feelings,INVALID
